Age,Gender,Speed_of_Impact,Helmet_Used,Seatbelt_Used,Survived
57,Male,116,Yes,Yes,0
51,Male,79,No,Yes,0
56,Female,47,Yes,No,0
45,Female,86,No,Yes,0
41,Male,93,Yes,No,0
60,Male,79,Yes,Yes,0
35,Female,69,Yes,No,0
66,Male,82,No,Yes,0
39,Male,86,No,Yes,0
39,Male,110,No,Yes,0
25,Male,119,Yes,Yes,0
59,Female,100,No,No,0
49,Male,54,Yes,Yes,0
61,Male,111,No,Yes,0
20,Male,71,Yes,Yes,1
69,Male,68,Yes,Yes,1
29,Female,27,No,No,0
67,Female,117,Yes,No,0
63,Male,118,No,No,0
33,Male,25,No,Yes,1
68,Male,39,No,No,0
67,Male,82,Yes,No,0
73,Male,106,Yes,Yes,1
23,Male,96,No,No,1
29,Female,45,Yes,Yes,0
54,Male,82,Yes,No,0
32,Female,77,Yes,Yes,1
39,Female,29,No,No,1
76,Male,22,No,No,0
73,Male,31,No,No,0
69,Male,90,Yes,Yes,0
19,Male,94,Yes,No,0
52,Female,41,Yes,Yes,1
45,Male,91,Yes,Yes,1
26,Female,35,No,No,1
77,Female,31,No,Yes,1
72,Male,57,Yes,Yes,1
38,Male,60,Yes,Yes,1
24,Male,113,Yes,No,0
59,Male,25,No,No,0
50,Male,104,Yes,No,0
22,Female,34,No,Yes,0
45,Male,86,Yes,Yes,0
21,Male,97,Yes,Yes,1
18,Male,40,No,No,1
52,Male,118,Yes,Yes,0
63,Male,24,No,Yes,1
47,Male,97,Yes,Yes,1
30,Female,107,Yes,Yes,0
32,Female,65,Yes,Yes,0
43,Male,92,No,Yes,0
53,Male,110,Yes,No,0
54,Female,28,No,No,1
59,Male,82,No,Yes,0
71,Female,69,Yes,No,0
56,Female,28,No,Yes,1
37,Male,48,Yes,No,1
39,Female,113,Yes,No,0
48,Male,45,Yes,No,0
71,Male,94,No,No,1
68,Female,55,Yes,Yes,1
48,Male,71,No,No,0
27,Male,40,No,Yes,1
78,Male,38,No,No,1
59,Female,95,Yes,No,0
24,Female,99,No,Yes,0
46,Male,66,Yes,Yes,0
72,Male,27,No,Yes,0
19,Female,96,Yes,Yes,1
53,Female,118,No,No,0
48,Male,41,No,Yes,1
72,Female,25,No,Yes,1
30,Female,120,Yes,Yes,1
25,Female,51,Yes,No,0
27,Male,31,No,Yes,1
55,Male,30,No,No,1
37,Female,52,Yes,Yes,1
37,Male,87,No,Yes,0
28,Male,81,Yes,No,0
60,Male,50,Yes,Yes,1
42,Female,58,Yes,Yes,1
37,Male,78,No,Yes,0
64,Female,23,No,Yes,0
47,Female,83,Yes,No,0
59,Male,79,Yes,No,0
49,Male,52,Yes,No,0
58,Male,41,Yes,No,1
59,Female,48,Yes,No,0
51,Male,120,Yes,No,0
34,Male,24,No,No,1
26,Female,70,Yes,No,1
56,Female,54,No,No,1
32,Female,104,Yes,No,0
22,Male,114,Yes,Yes,0
76,Female,39,No,No,0
46,Male,117,Yes,No,0
48,Male,24,No,Yes,0
61,Female,74,Yes,Yes,1
25,Male,96,Yes,No,0
38,Female,55,Yes,No,1
44,Male,61,Yes,Yes,0
39,Female,65,Yes,No,0
29,Female,21,No,Yes,1
18,Male,82,Yes,Yes,0
23,Male,39,No,Yes,1
33,Female,109,Yes,No,0
62,Female,93,Yes,Yes,1
37,Male,89,No,No,0
24,Female,87,Yes,No,0
67,Male,69,Yes,Yes,1
65,Female,36,No,No,1
22,Male,73,No,Yes,0
52,Female,108,Yes,No,0
35,Female,109,Yes,No,0
77,Female,62,Yes,No,1
55,Male,92,Yes,Yes,0
22,Female,95,No,Yes,0
64,Male,73,Yes,No,1
35,Male,107,Yes,Yes,0
56,Male,87,No,No,0
53,Male,105,Yes,Yes,1
75,Male,31,No,Yes,0
77,Female,46,No,Yes,1
36,Male,54,No,No,0
25,Male,69,Yes,Yes,1
68,Male,42,No,Yes,1
38,Female,53,Yes,No,0
48,Male,86,No,No,0
29,Male,49,Yes,No,1
37,Male,37,No,No,1
74,Female,43,Yes,No,1
64,Female,58,No,No,0
37,Female,74,No,Yes,0
59,Male,38,No,Yes,0
63,Female,60,No,Yes,0
33,Female,100,Yes,Yes,0
67,Male,85,No,No,0
29,Male,36,No,No,0
41,Female,117,Yes,Yes,1
78,Male,107,Yes,No,0
76,Female,66,Yes,Yes,1
65,Male,34,No,No,0
59,Female,113,No,No,0
23,Female,69,Yes,No,0
58,Female,22,No,No,1
59,Male,20,No,Yes,0
52,Female,88,No,Yes,1
35,Male,29,No,No,0
68,Male,71,Yes,No,1
61,Male,105,Yes,No,0
61,Male,65,Yes,No,0
47,Female,24,No,No,1
39,Female,90,Yes,No,0
72,Female,61,No,No,0
20,Male,43,No,Yes,0
42,Male,109,Yes,Yes,1
67,Male,65,Yes,Yes,1
41,Male,41,No,No,0
57,Female,39,No,No,0
56,Female,62,Yes,No,1
63,Male,50,Yes,Yes,1
58,Male,114,No,No,0
63,Female,24,No,No,0
31,Female,86,No,No,1
51,Female,119,No,No,0
40,Female,69,Yes,Yes,1
40,Male,103,No,No,0
72,Male,21,No,No,1
40,Female,98,Yes,Yes,1
23,Female,94,No,No,0
57,Male,31,No,No,1
60,Male,23,No,Yes,1
65,Male,23,No,Yes,0
40,Male,77,Yes,Yes,0
37,Female,76,Yes,No,0
70,Female,103,Yes,No,0
43,Male,61,No,Yes,0
33,Female,43,No,No,1
47,Male,37,No,Yes,0
69,Male,57,Yes,Yes,1
39,Female,62,Yes,No,0
22,Male,111,Yes,Yes,1
51,Female,100,Yes,No,0
67,Female,114,Yes,No,0
20,Male,105,Yes,Yes,1
72,Female,119,Yes,Yes,1
43,Male,54,Yes,Yes,1
79,Male,78,Yes,Yes,0
54,Female,26,No,No,0
63,Male,113,Yes,Yes,0
54,Female,100,No,Yes,0
57,Male,91,Yes,Yes,1
48,Female,82,Yes,Yes,0
53,Male,82,Yes,No,0
62,Male,30,No,Yes,1
73,Female,99,No,Yes,0
19,Male,69,Yes,No,0
72,Male,101,Yes,No,1
51,Male,111,Yes,Yes,0
79,Female,68,Yes,No,0
26,Female,101,Yes,No,0
41,Female,57,Yes,No,0
61,Male,22,No,Yes,1
46,Female,109,No,Yes,0
29,Male,63,No,Yes,0
66,Male,58,Yes,No,0
70,Female,78,Yes,Yes,0
41,Male,38,No,No,0
69,Female,69,Yes,Yes,0
29,Female,77,Yes,No,0
26,Male,93,Yes,Yes,1
44,Male,66,Yes,No,0
21,Female,21,No,Yes,1
47,Female,25,No,No,1
74,Male,68,Yes,Yes,1
31,Male,100,No,No,0
61,Male,74,Yes,Yes,0
45,Female,110,Yes,Yes,1
48,Male,111,No,No,0
79,Male,108,Yes,Yes,1
56,Male,70,Yes,No,0
37,Female,35,No,Yes,0
52,Male,58,No,No,0
53,Female,116,Yes,No,0
34,Female,57,Yes,No,0
73,Female,88,Yes,Yes,0
20,Female,73,No,No,0
46,Female,68,Yes,No,0
39,Male,65,Yes,No,0
53,Female,53,Yes,No,0
31,Female,49,Yes,No,0
40,Female,26,No,Yes,1
44,Female,83,Yes,No,1
57,Female,68,No,No,0
20,Female,94,No,No,0
19,Female,88,Yes,Yes,1
76,Male,59,Yes,No,0
36,Female,33,No,Yes,1
57,Male,53,Yes,No,0
63,Female,114,No,Yes,0
42,Male,67,No,Yes,1
65,Male,91,Yes,Yes,0
55,Female,83,No,Yes,1
23,Male,103,No,Yes,0
59,Male,120,Yes,Yes,0
26,Male,20,No,Yes,1
71,Female,58,No,No,0
66,Male,104,No,Yes,0
64,Male,106,Yes,No,0
20,Female,23,No,No,1
75,Male,30,No,No,0
74,Female,73,Yes,No,1
70,Male,65,No,No,1
20,Female,87,Yes,Yes,0
70,Female,84,No,Yes,0
60,Male,63,No,Yes,0
56,Male,119,No,Yes,0
23,Male,72,No,No,0
36,Female,118,Yes,No,0
72,Female,79,Yes,Yes,1
59,Male,74,No,No,0
66,Male,69,Yes,No,0
29,Female,98,No,Yes,0
23,Male,100,Yes,Yes,0
77,Male,60,Yes,No,0
33,Female,94,Yes,Yes,0
43,Female,113,Yes,No,0
70,Male,62,Yes,Yes,0
76,Male,100,Yes,Yes,0
47,Male,31,No,Yes,1
58,Female,53,Yes,Yes,0
61,Female,38,No,Yes,1
57,Male,23,No,No,1
18,Male,90,Yes,No,0
52,Male,37,No,Yes,1
23,Female,91,Yes,Yes,0
52,Female,22,No,Yes,1
31,Male,63,Yes,Yes,0
48,Male,89,Yes,No,0
26,Female,117,Yes,Yes,0
58,Female,48,Yes,No,0
66,Female,37,No,No,1
28,Female,69,No,No,0
73,Male,99,Yes,Yes,0
40,Female,107,Yes,Yes,1
18,Male,73,Yes,No,0
50,Male,42,No,Yes,0
28,Male,36,No,No,0
32,Female,112,Yes,Yes,1
47,Female,38,No,No,0
47,Female,89,Yes,Yes,0
79,Female,113,Yes,No,0
23,Male,42,Yes,Yes,1
37,Female,40,No,Yes,1
30,Male,39,No,No,0
69,Female,45,Yes,Yes,1
61,Male,93,Yes,Yes,0
52,Male,100,Yes,Yes,1
76,Female,86,No,No,0
76,Female,32,No,No,0
67,Male,89,Yes,No,0
68,Male,68,Yes,No,0
55,Female,66,Yes,No,0
56,Male,52,Yes,No,0
57,Male,93,Yes,Yes,1
34,Male,112,Yes,Yes,1
29,Male,109,Yes,No,0
41,Male,103,No,No,0
55,Female,42,Yes,No,0
60,Male,104,Yes,Yes,1
74,Male,53,Yes,No,1
74,Male,50,Yes,Yes,1
55,Female,34,No,No,0
41,Female,32,No,Yes,0
67,Male,103,Yes,No,0
45,Male,92,Yes,No,0
79,Female,108,Yes,No,0
24,Female,69,No,No,1
48,Male,42,Yes,No,0
68,Female,105,No,No,0
31,Female,74,Yes,No,0
57,Male,82,Yes,No,0
37,Male,79,No,No,1
64,Female,48,No,No,0
56,Male,38,No,No,1
55,Male,94,Yes,No,0
25,Male,88,Yes,Yes,1
44,Female,60,Yes,No,0
24,Female,49,No,Yes,1
28,Male,104,Yes,Yes,1
58,Male,97,Yes,Yes,1
70,Female,90,Yes,No,1
29,Male,105,Yes,Yes,1
29,Female,61,No,No,0
47,Male,82,Yes,Yes,1
27,Male,47,Yes,Yes,1
76,Male,20,No,No,0
43,Female,66,Yes,Yes,1
64,Male,25,No,Yes,0
69,Male,120,Yes,Yes,1
34,Male,70,Yes,No,0
61,Male,90,Yes,Yes,1
50,Male,117,No,Yes,0
39,Female,101,No,Yes,0
63,Male,120,Yes,No,0
30,Female,93,No,Yes,0
36,Male,76,Yes,No,0
62,Male,72,No,Yes,0
60,Male,55,Yes,Yes,1
79,Female,61,No,No,1
62,Female,100,Yes,Yes,1
54,Male,117,Yes,Yes,0
46,Female,73,No,No,0
68,Male,118,Yes,Yes,1
54,Female,75,Yes,Yes,0
48,Male,80,Yes,No,0
75,Male,114,Yes,Yes,1
51,Male,68,Yes,No,1
68,Male,67,Yes,Yes,0
21,Male,21,No,Yes,0
56,Male,63,No,Yes,0
67,Male,72,Yes,Yes,1
38,Female,93,Yes,No,0
55,Female,95,No,No,0
20,Male,98,Yes,No,0
71,Male,107,No,No,0
25,Female,28,No,Yes,0
40,Male,93,Yes,No,0
44,Male,104,No,Yes,0
65,Female,103,No,Yes,0
35,Female,117,Yes,No,0
70,Male,78,No,No,0
28,Female,25,No,No,0
59,Male,68,Yes,No,1
34,Female,23,No,Yes,1
69,Male,115,No,Yes,0
62,Female,119,No,Yes,0
41,Male,67,No,Yes,1
24,Male,20,No,No,1
34,Female,36,No,Yes,1
63,Female,111,Yes,Yes,1
24,Male,65,Yes,No,0
50,Male,78,Yes,Yes,1
62,Male,84,No,No,0
66,Female,113,Yes,No,0
64,Male,82,Yes,No,1
40,Male,75,Yes,Yes,0
19,Male,23,No,Yes,0
75,Female,53,Yes,No,0
39,Female,37,No,No,0
64,Male,86,Yes,Yes,0
67,Female,94,No,No,0
69,Male,108,No,Yes,0
29,Female,118,Yes,No,0
48,Male,80,Yes,No,0
27,Female,26,No,No,0
72,Male,77,Yes,No,1
74,Male,99,Yes,No,0
23,Male,111,Yes,No,0
74,Female,96,Yes,No,0
67,Female,72,No,No,1
58,Female,108,Yes,No,0
70,Male,112,Yes,No,1
77,Male,29,No,Yes,0
72,Male,30,No,No,1
46,Male,82,No,Yes,1
57,Male,117,Yes,No,0
77,Female,46,Yes,Yes,1
60,Male,91,Yes,No,0
22,Male,30,No,No,1
21,Female,109,Yes,Yes,0
66,Male,114,No,No,0
22,Male,75,No,Yes,0
18,Male,43,Yes,No,0
63,Male,117,Yes,Yes,0
36,Female,80,Yes,No,0
42,Male,107,No,No,0
41,Female,70,Yes,No,0
22,Male,58,Yes,Yes,0
79,Female,34,No,Yes,1
60,Male,117,Yes,No,0
29,Male,101,Yes,No,0
42,Male,69,Yes,No,0
62,Female,76,Yes,No,0
26,Male,73,Yes,No,0
37,Female,112,Yes,No,0
45,Male,69,Yes,No,0
25,Female,31,No,No,1
78,Male,81,Yes,No,0
53,Male,105,Yes,Yes,1
47,Male,56,Yes,No,1
44,Female,33,No,No,0
56,Female,75,No,Yes,1
41,Female,43,Yes,Yes,1
26,Female,67,Yes,Yes,1
30,Female,75,Yes,No,0
72,Male,66,No,No,0
27,Male,59,Yes,No,1
50,Female,107,Yes,Yes,1
25,Male,81,No,Yes,0
32,Male,38,No,Yes,0
52,Male,64,Yes,No,1
69,Male,86,Yes,No,0
44,Male,99,No,No,0
35,Male,89,Yes,No,0
70,Female,111,Yes,Yes,0
28,Female,120,Yes,Yes,1
42,Male,84,Yes,Yes,0
52,Male,37,No,Yes,0
20,Female,47,Yes,Yes,0
40,Male,25,No,No,0
22,Male,80,Yes,Yes,0
63,Female,70,No,No,0
72,Male,80,Yes,No,0
69,Male,75,Yes,Yes,0
39,Male,63,Yes,Yes,1
39,Female,113,Yes,No,0
79,Female,91,Yes,Yes,1
54,Female,84,Yes,Yes,0
34,Female,39,No,No,0
34,Female,46,Yes,Yes,1
56,Male,29,No,Yes,0
66,Female,23,No,Yes,0
19,Male,95,Yes,Yes,1
60,Female,110,No,No,0
44,Female,64,Yes,No,0
60,Male,102,No,No,0
60,Female,101,No,No,0
19,Female,94,Yes,Yes,0
65,Female,64,No,No,0
29,Male,80,Yes,Yes,0
78,Female,88,No,No,0
20,Female,22,No,No,0
73,Female,59,Yes,Yes,1
45,Male,29,No,No,0
61,Female,22,No,No,0
43,Male,89,Yes,Yes,1
43,Male,95,Yes,No,0
33,Female,35,No,No,0
70,Female,104,Yes,No,0
34,Female,21,No,Yes,1
24,Female,21,No,No,1
45,Female,38,No,Yes,0
24,Female,58,Yes,Yes,1
30,Female,92,Yes,No,0
56,Male,68,No,No,1
34,Male,52,Yes,No,0
27,Female,54,Yes,Yes,0
69,Male,36,No,No,0
71,Male,79,Yes,No,1
54,Female,83,No,Yes,0
53,Male,60,Yes,No,1
22,Female,28,No,No,0
71,Male,36,No,Yes,1
31,Female,86,No,Yes,0
21,Male,33,No,No,1
25,Female,95,Yes,Yes,1
56,Male,64,Yes,No,0
71,Female,86,Yes,Yes,1
43,Male,33,No,Yes,1
57,Male,78,No,No,0
72,Male,23,No,Yes,1
28,Female,89,Yes,Yes,1
25,Female,54,No,No,1
24,Male,82,Yes,Yes,0
77,Female,120,Yes,Yes,1
37,Male,85,Yes,No,0
51,Female,44,Yes,Yes,1
60,Male,26,No,Yes,0
63,Female,100,Yes,No,0
22,Female,96,No,No,0
77,Male,94,Yes,Yes,0
23,Female,104,Yes,Yes,0
51,Male,48,Yes,Yes,0
75,Male,67,Yes,Yes,1
78,Male,104,Yes,Yes,0
69,Female,54,Yes,Yes,1
67,Male,63,No,No,0
22,Female,47,Yes,Yes,1
69,Female,98,Yes,Yes,0
39,Male,89,No,Yes,0
52,Male,90,Yes,No,1
22,Male,88,Yes,No,0
67,Male,21,No,No,1
26,Male,112,Yes,Yes,1
56,Male,102,No,No,0
33,Female,52,No,Yes,0
62,Female,51,No,No,0
52,Male,80,Yes,Yes,0
28,Female,24,No,No,1
53,Female,114,Yes,No,0
31,Female,119,No,Yes,0
49,Female,23,No,Yes,0
54,Female,70,Yes,Yes,1
25,Female,99,Yes,No,0
79,Female,39,No,Yes,1
62,Male,118,Yes,Yes,0
30,Male,113,Yes,No,0
58,Male,31,No,No,1
71,Female,43,Yes,No,0
64,Male,40,No,No,0
57,Male,98,Yes,Yes,0
64,Male,43,No,Yes,0
73,Male,81,Yes,No,0
64,Male,98,No,Yes,0
34,Male,57,Yes,No,0
20,Male,83,Yes,No,0
75,Female,90,No,No,0
48,Female,61,Yes,No,0
61,Female,48,Yes,Yes,1
63,Female,113,Yes,No,0
75,Male,88,Yes,No,1
49,Female,95,Yes,Yes,0
31,Male,24,No,Yes,1
52,Male,81,No,No,1
27,Male,20,No,Yes,1
71,Male,115,Yes,No,0
78,Male,77,Yes,Yes,0
33,Female,93,No,No,0
31,Female,100,No,No,0
49,Female,100,Yes,No,0
60,Female,96,Yes,No,0
73,Female,42,Yes,Yes,1
54,Male,68,Yes,Yes,0
78,Male,40,No,No,0
76,Male,112,No,No,0
38,Female,53,Yes,Yes,0
30,Female,57,Yes,Yes,0
38,Male,34,No,Yes,0
38,Male,118,No,Yes,0
44,Male,56,No,No,1
79,Female,44,No,No,1
39,Male,30,No,No,0
34,Male,78,No,Yes,1
60,Male,49,Yes,Yes,1
34,Female,24,No,Yes,0
65,Female,89,Yes,Yes,1
57,Male,27,No,Yes,1
36,Male,81,No,Yes,0
64,Male,42,No,No,0
41,Female,84,Yes,Yes,0
74,Male,27,No,Yes,0
68,Female,66,No,Yes,1
57,Female,43,Yes,No,1
69,Male,58,Yes,No,1
64,Male,75,Yes,No,1
34,Female,99,Yes,Yes,1
51,Male,42,No,Yes,1
36,Male,49,Yes,Yes,1
75,Female,72,Yes,Yes,1
33,Female,38,No,Yes,0
58,Male,41,Yes,No,0
53,Male,33,No,No,1
69,Female,106,Yes,No,0
79,Female,39,No,No,0
74,Female,86,Yes,Yes,0
56,Male,56,No,No,0
45,Male,100,Yes,Yes,0
37,Female,62,Yes,Yes,1
67,Female,33,No,No,1
35,Male,105,Yes,No,0
29,Female,23,No,No,1
59,Male,93,Yes,No,0
58,Female,40,No,No,0
48,Female,25,No,Yes,0
43,Female,48,Yes,Yes,1
55,Male,44,Yes,No,0
27,Female,36,No,Yes,1
23,Male,75,Yes,No,0
75,Female,65,Yes,Yes,0
47,Male,48,Yes,No,1
33,Male,108,Yes,No,0
36,Male,72,Yes,No,0
23,Female,32,No,No,1
29,Male,70,Yes,No,0
35,Male,63,No,No,0
54,Female,28,No,Yes,1
75,Female,39,No,No,0
67,Male,87,Yes,Yes,1
19,Female,100,No,No,0
36,Male,23,No,Yes,1
73,Male,91,Yes,No,0
61,Female,61,Yes,No,0
71,Male,28,No,No,0
56,Male,56,No,Yes,1
50,Female,77,No,Yes,1
75,Male,31,No,Yes,1
44,Female,82,Yes,Yes,1
57,Male,24,No,No,1
34,Male,36,No,No,1
47,Female,108,No,No,0
24,Female,101,Yes,No,0
27,Female,89,Yes,No,0
59,Female,97,Yes,No,0
70,Female,89,Yes,Yes,1
71,Female,72,No,No,1
50,Male,77,Yes,Yes,1
26,Male,75,No,Yes,0
28,Female,28,No,No,0
75,Female,35,No,No,1
33,Female,43,Yes,No,0
18,Female,20,No,No,1
29,Female,88,Yes,Yes,1
54,Male,39,No,No,0
47,Female,88,Yes,Yes,1
23,Female,103,Yes,No,0
75,Male,64,No,No,0
24,Female,92,Yes,Yes,1
71,Male,86,No,Yes,0
50,Female,39,No,Yes,0
27,Female,54,Yes,No,1
64,Female,65,Yes,Yes,1
38,Male,68,Yes,Yes,0
49,Male,79,No,Yes,0
28,Female,55,Yes,Yes,0
28,Female,112,No,No,0
30,Male,101,Yes,Yes,1
25,Male,71,No,Yes,0
36,Female,90,Yes,No,0
41,Female,21,No,Yes,0
29,Male,28,No,No,1
61,Female,106,Yes,Yes,1
37,Male,63,Yes,No,0
34,Male,55,No,Yes,1
48,Female,43,Yes,No,0
62,Female,27,No,No,0
70,Female,35,No,Yes,0
59,Female,119,Yes,Yes,0
21,Female,113,Yes,Yes,0
38,Male,31,No,No,1
28,Female,21,No,Yes,1
20,Male,32,No,Yes,0
30,Female,91,Yes,No,0
62,Male,95,Yes,No,1
75,Female,24,No,Yes,0
44,Female,48,Yes,No,1
65,Male,79,Yes,No,0
46,Male,73,Yes,No,0
75,Female,36,No,Yes,0
39,Female,67,Yes,No,0
40,Male,103,Yes,Yes,1
18,Female,41,Yes,Yes,1
22,Female,107,Yes,Yes,0
74,Female,71,Yes,Yes,1
37,Male,48,Yes,No,0
18,Female,25,No,Yes,1
69,Female,22,No,No,1
47,Male,104,No,No,0
51,Female,102,Yes,No,0
79,Male,20,No,No,1
53,Male,94,Yes,Yes,1
55,Male,36,No,Yes,1
79,Male,52,Yes,Yes,0
39,Female,80,No,No,0
21,Female,26,No,Yes,1
68,Male,77,Yes,No,1
58,Male,59,Yes,Yes,1
36,Female,89,No,Yes,0
73,Female,112,No,Yes,0
62,Male,26,No,No,0
65,Male,60,Yes,No,0
25,Male,114,Yes,No,0
49,Female,65,Yes,Yes,0
22,Male,54,No,No,0
46,Female,32,No,No,0
53,Male,75,Yes,Yes,1
79,Female,54,Yes,No,0
45,Female,119,No,Yes,0
70,Female,38,No,No,1
75,Male,30,No,No,0
60,Male,31,No,No,1
49,Female,112,Yes,No,0
76,Female,110,Yes,No,0
54,Female,78,Yes,No,0
58,Female,92,No,No,0
61,Male,30,No,Yes,1
61,Female,48,Yes,Yes,1
24,Female,53,Yes,Yes,1
34,Female,93,Yes,No,0
59,Female,79,Yes,Yes,1
60,Male,78,Yes,No,0
77,Male,40,No,Yes,1
19,Male,88,Yes,Yes,1
51,Male,20,No,Yes,1
54,Male,109,Yes,Yes,1
42,Male,42,Yes,No,0
58,Male,65,Yes,No,0
27,Male,37,No,No,0
51,Male,73,No,No,0
28,Female,51,Yes,Yes,1
27,Male,102,Yes,Yes,0
34,Male,120,No,No,0
28,Female,91,Yes,No,0
35,Female,78,No,Yes,0
79,Male,76,No,No,0
47,Male,21,No,No,0
34,Male,23,No,No,0
76,Male,51,Yes,Yes,1
71,Female,46,Yes,Yes,1
25,Male,39,No,No,1
76,Male,89,Yes,No,0
30,Female,39,No,Yes,1
66,Female,105,No,No,0
29,Male,117,No,Yes,0
40,Female,65,Yes,Yes,1
60,Female,112,Yes,No,0
33,Female,74,No,Yes,1
33,Male,67,Yes,Yes,1
41,Male,115,Yes,Yes,0
45,Female,34,No,No,1
31,Male,26,No,Yes,0
76,Female,64,Yes,No,0
50,Male,28,No,Yes,1
61,Female,45,No,Yes,0
53,Female,107,Yes,Yes,0
28,Male,20,No,Yes,0
31,Male,114,Yes,Yes,1
55,Male,63,No,Yes,0
39,Female,91,Yes,No,0
67,Male,41,Yes,Yes,1
78,Female,67,Yes,No,1
67,Male,74,No,Yes,0
27,Male,57,Yes,Yes,1
64,Male,21,No,Yes,0
35,Female,95,No,No,0
59,Male,108,No,Yes,0
67,Female,72,Yes,No,1
35,Female,113,Yes,No,0
20,Female,21,No,Yes,0
33,Female,22,No,Yes,0
78,Female,31,No,No,1
43,Male,88,Yes,No,0
60,Male,113,Yes,No,0
42,Female,90,Yes,Yes,1
73,Female,94,Yes,No,0
57,Male,81,No,No,1
21,Male,43,Yes,Yes,1
41,Male,35,No,No,0
72,Female,37,No,No,0
25,Female,29,No,Yes,1
33,Male,101,Yes,Yes,0
66,Male,45,Yes,Yes,1
62,Female,106,Yes,Yes,0
78,Male,86,Yes,Yes,0
70,Male,29,No,Yes,0
40,Female,33,No,Yes,0
18,Female,69,Yes,No,0
72,Male,81,Yes,Yes,0
43,Female,52,Yes,Yes,1
79,Male,64,Yes,No,1
61,Male,61,Yes,No,0
27,Female,52,Yes,Yes,1
52,Female,112,Yes,Yes,0
56,Female,97,Yes,No,0
47,Male,86,No,Yes,1
30,Male,94,Yes,No,0
47,Male,60,No,Yes,1
50,Male,49,No,Yes,0
30,Female,82,Yes,No,0
24,Male,59,Yes,Yes,1
44,Female,26,No,Yes,0
79,Female,80,Yes,No,0
21,Female,54,Yes,Yes,1
53,Male,80,Yes,No,0
37,Female,23,No,Yes,1
33,Female,78,No,No,0
70,Male,98,Yes,No,0
78,Female,58,Yes,No,1
24,Female,23,No,No,1
78,Male,20,No,Yes,1
60,Male,118,Yes,No,0
23,Female,119,No,Yes,0
55,Female,36,No,Yes,0
78,Female,115,Yes,No,0
65,Male,116,Yes,No,1
63,Female,54,No,No,0
20,Male,75,Yes,No,1
43,Male,82,Yes,Yes,1
47,Male,45,Yes,No,0
54,Female,71,Yes,Yes,1
73,Female,93,Yes,Yes,0
78,Male,52,Yes,No,0
37,Male,68,Yes,Yes,0
20,Male,93,Yes,Yes,0
20,Female,72,Yes,No,1
44,Male,58,No,No,1
72,Male,42,No,Yes,0
76,Male,89,Yes,No,0
38,Male,61,No,Yes,0
51,Female,103,Yes,Yes,1
63,Female,78,Yes,Yes,0
77,Female,42,Yes,Yes,1
32,Male,28,No,No,0
70,Male,51,Yes,No,1
21,Male,58,No,Yes,1
61,Male,80,No,Yes,1
26,Male,76,No,Yes,1
47,Male,103,Yes,Yes,1
63,Male,109,Yes,No,0
37,Male,44,Yes,No,0
23,Female,28,No,No,1
62,Male,63,Yes,Yes,1
27,Female,85,Yes,Yes,1
45,Female,43,Yes,Yes,1
42,Female,79,No,No,0
50,Male,89,Yes,Yes,1
35,Male,120,Yes,No,0
77,Male,98,No,No,0
35,Male,76,No,No,0
75,Male,108,Yes,No,0
22,Female,102,Yes,Yes,0
30,Female,107,Yes,Yes,0
47,Female,85,Yes,No,1
57,Male,39,No,Yes,1
55,Male,97,No,No,0
50,Male,80,No,No,1
77,Male,74,Yes,No,0
56,Female,68,Yes,No,0
22,Female,54,Yes,Yes,0
56,Male,73,Yes,Yes,1
64,Male,93,Yes,Yes,1
75,Male,113,Yes,Yes,0
79,Female,60,Yes,Yes,1
68,Male,117,Yes,Yes,0
25,Male,100,Yes,Yes,0
33,Male,36,No,No,1
62,Male,101,Yes,No,0
47,Male,66,Yes,Yes,1
70,Male,59,No,No,0
21,Male,114,No,Yes,0
60,Female,46,Yes,Yes,1
74,Female,34,No,No,0
44,Male,82,Yes,Yes,1
71,Female,56,Yes,Yes,0
41,Male,93,Yes,No,1
61,Female,116,Yes,Yes,0
44,Female,90,No,Yes,0
43,Female,54,Yes,Yes,1
64,Male,69,Yes,No,1
32,Female,28,No,No,1
33,Male,95,Yes,No,0
69,Male,88,Yes,No,0
77,Female,103,No,Yes,0
68,Male,118,Yes,No,0
41,Female,58,Yes,No,0
56,Male,80,No,Yes,1
78,Male,30,No,Yes,1
31,Female,56,Yes,No,1
47,Male,84,No,Yes,0
26,Male,61,Yes,No,0
47,Male,39,No,No,0
25,Female,70,Yes,Yes,0
76,Male,34,No,No,1
42,Female,91,Yes,No,0
24,Male,79,No,Yes,0
35,Female,22,No,No,1
68,Female,87,Yes,Yes,0
45,Female,37,No,Yes,1
71,Female,62,Yes,No,0
44,Male,58,No,Yes,0
25,Male,81,Yes,No,1
59,Female,108,Yes,Yes,0
74,Male,44,No,Yes,0
56,Male,47,Yes,No,1
58,Female,94,Yes,No,0
28,Female,44,No,Yes,0
22,Male,43,No,Yes,0
46,Male,50,Yes,Yes,1
20,Male,96,Yes,No,0
58,Female,120,Yes,Yes,1
42,Female,94,Yes,Yes,1
51,Male,97,Yes,No,0
21,Female,53,Yes,Yes,1
41,Female,98,No,Yes,0
36,Female,57,No,No,1
23,Male,33,No,Yes,0
74,Male,73,Yes,Yes,0
32,Female,74,Yes,No,0
42,Male,77,Yes,Yes,0
53,Male,103,No,No,0
61,Male,64,Yes,No,0
57,Female,52,Yes,Yes,1
72,Male,69,Yes,Yes,1
